Frequency ,Date,Rank,Player,Source,
Weekly,2023-05-22,13,Olivia Clyne,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,14,Tinne Gilis,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,15,Tesni Murphy,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,16,Sabrina Sobhy,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,17,Farida Mohamed,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,18,Satomi Watanabe,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,19,Hollie Naughton,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-22,20,Melissa Alves,https://www.psasquashtour.com/news/gilis-and-watanabe-up-to-career-high-rankings/,
Weekly,2023-05-29,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,2,Nouran Gohar,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,4,Joelle King,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,8,Nele Gilis,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,9,Olivia Weaver,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,10,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,11,Rowan Elaraby,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,12,Salma Hany,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,13,Olivia Clyne,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,14,Tinne Gilis,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,15,Tesni Murphy,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,17,Farida Mohamed,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,19,Hollie Naughton,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-05-29,20,Melissa Alves,https://x.com/PSASquashTour/status/1663092822080118785/photo/1,
Weekly,2023-06-05,1,Nouran Gohar,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,2,Nour El Sherbini,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,4,Joelle King,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,7,Nele Gilis,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,9,Olivia Weaver,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,10,Rowan Elaraby,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,11,Salma Hany,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,12,Tesni Murphy,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,13,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,14,Olivia Clyne,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,15,Tinne Gilis,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,17,Farida Mohamed,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,19,Hollie Naughton,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-05,20,Yathreb Adel,https://x.com/PSASquashTour/status/1665655407950405634/photo/1,
Weekly,2023-06-12,1,Nouran Gohar,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,2,Nour El Sherbini,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,4,Joelle King,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,7,Nele Gilis,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,9,Olivia Weaver,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,10,Rowan Elaraby,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,11,Salma Hany,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,12,Tesni Murphy,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,13,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,14,Olivia Clyne,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,15,Tinne Gilis,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,17,Farida Mohamed,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,19,Hollie Naughton,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-12,20,Yathreb Adel,https://x.com/PSASquashTour/status/1668181352578191361/photo/1,
Weekly,2023-06-19,1,Nouran Gohar,end of season frozen rankings,
Weekly,2023-06-19,2,Nour El Sherbini,,
Weekly,2023-06-19,3,Hania El Hammamy,,
Weekly,2023-06-19,4,Joelle King,,
Weekly,2023-06-19,5,Amanda Sobhy,,
Weekly,2023-06-19,6,Nour El Tayeb,,
Weekly,2023-06-19,7,Nele Gilis,,
Weekly,2023-06-19,8,Georgina Kennedy,,
Weekly,2023-06-19,9,Olivia Weaver,,
Weekly,2023-06-19,10,Rowan Elaraby,,
Weekly,2023-06-19,11,Salma Hany,,
Weekly,2023-06-19,12,Tesni Murphy,,
Weekly,2023-06-19,13,Sarah-Jane Perry,,
Weekly,2023-06-19,14,Olivia Clyne,,
Weekly,2023-06-19,15,Tinne Gilis,,
Weekly,2023-06-19,16,Sabrina Sobhy,,
Weekly,2023-06-19,17,Farida Mohamed,,
Weekly,2023-06-19,18,Satomi Watanabe,,
Weekly,2023-06-19,19,Hollie Naughton,,
Weekly,2023-06-19,20,Yathreb Adel,,
Weekly,2023-06-26,1,Nouran Gohar,,
Weekly,2023-06-26,2,Nour El Sherbini,,
Weekly,2023-06-26,3,Hania El Hammamy,,
Weekly,2023-06-26,4,Joelle King,,
Weekly,2023-06-26,5,Amanda Sobhy,,
Weekly,2023-06-26,6,Nour El Tayeb,,
Weekly,2023-06-26,7,Nele Gilis,,
Weekly,2023-06-26,8,Georgina Kennedy,,
Weekly,2023-06-26,9,Olivia Weaver,,
Weekly,2023-06-26,10,Rowan Elaraby,,
Weekly,2023-06-26,11,Salma Hany,,
Weekly,2023-06-26,12,Tesni Murphy,,
Weekly,2023-06-26,13,Sarah-Jane Perry,,
Weekly,2023-06-26,14,Olivia Clyne,,
Weekly,2023-06-26,15,Tinne Gilis,,
Weekly,2023-06-26,16,Sabrina Sobhy,,
Weekly,2023-06-26,17,Farida Mohamed,,
Weekly,2023-06-26,18,Satomi Watanabe,,
Weekly,2023-06-26,19,Hollie Naughton,,
Weekly,2023-06-26,20,Yathreb Adel,,
Weekly,2023-07-03,1,Nouran Gohar,,
Weekly,2023-07-03,2,Nour El Sherbini,,
Weekly,2023-07-03,3,Hania El Hammamy,,
Weekly,2023-07-03,4,Joelle King,,
Weekly,2023-07-03,5,Amanda Sobhy,,
Weekly,2023-07-03,6,Nour El Tayeb,,
Weekly,2023-07-03,7,Nele Gilis,,
Weekly,2023-07-03,8,Georgina Kennedy,,
Weekly,2023-07-03,9,Olivia Weaver,,
Weekly,2023-07-03,10,Rowan Elaraby,,
Weekly,2023-07-03,11,Salma Hany,,
Weekly,2023-07-03,12,Tesni Murphy,,
Weekly,2023-07-03,13,Sarah-Jane Perry,,
Weekly,2023-07-03,14,Olivia Clyne,,
Weekly,2023-07-03,15,Tinne Gilis,,
Weekly,2023-07-03,16,Sabrina Sobhy,,
Weekly,2023-07-03,17,Farida Mohamed,,
Weekly,2023-07-03,18,Satomi Watanabe,,
Weekly,2023-07-03,19,Hollie Naughton,,
Weekly,2023-07-03,20,Yathreb Adel,,
Weekly,2023-07-10,1,Nouran Gohar,,
Weekly,2023-07-10,2,Nour El Sherbini,,
Weekly,2023-07-10,3,Hania El Hammamy,,
Weekly,2023-07-10,4,Joelle King,,
Weekly,2023-07-10,5,Amanda Sobhy,,
Weekly,2023-07-10,6,Nour El Tayeb,,
Weekly,2023-07-10,7,Nele Gilis,,
Weekly,2023-07-10,8,Georgina Kennedy,,
Weekly,2023-07-10,9,Olivia Weaver,,
Weekly,2023-07-10,10,Rowan Elaraby,,
Weekly,2023-07-10,11,Salma Hany,,
Weekly,2023-07-10,12,Tesni Murphy,,
Weekly,2023-07-10,13,Sarah-Jane Perry,,
Weekly,2023-07-10,14,Olivia Clyne,,
Weekly,2023-07-10,15,Tinne Gilis,,
Weekly,2023-07-10,16,Sabrina Sobhy,,
Weekly,2023-07-10,17,Farida Mohamed,,
Weekly,2023-07-10,18,Satomi Watanabe,,
Weekly,2023-07-10,19,Hollie Naughton,,
Weekly,2023-07-10,20,Yathreb Adel,,
Weekly,2023-07-17,1,Nouran Gohar,,
Weekly,2023-07-17,2,Nour El Sherbini,,
Weekly,2023-07-17,3,Hania El Hammamy,,
Weekly,2023-07-17,4,Joelle King,,
Weekly,2023-07-17,5,Amanda Sobhy,,
Weekly,2023-07-17,6,Nour El Tayeb,,
Weekly,2023-07-17,7,Nele Gilis,,
Weekly,2023-07-17,8,Georgina Kennedy,,
Weekly,2023-07-17,9,Olivia Weaver,,
Weekly,2023-07-17,10,Rowan Elaraby,,
Weekly,2023-07-17,11,Salma Hany,,
Weekly,2023-07-17,12,Tesni Murphy,,
Weekly,2023-07-17,13,Sarah-Jane Perry,,
Weekly,2023-07-17,14,Olivia Clyne,,
Weekly,2023-07-17,15,Tinne Gilis,,
Weekly,2023-07-17,16,Sabrina Sobhy,,
Weekly,2023-07-17,17,Farida Mohamed,,
Weekly,2023-07-17,18,Satomi Watanabe,,
Weekly,2023-07-17,19,Hollie Naughton,,
Weekly,2023-07-17,20,Yathreb Adel,,
Weekly,2023-07-24,1,Nouran Gohar,,
Weekly,2023-07-24,2,Nour El Sherbini,,
Weekly,2023-07-24,3,Hania El Hammamy,,
Weekly,2023-07-24,4,Joelle King,,
Weekly,2023-07-24,5,Amanda Sobhy,,
Weekly,2023-07-24,6,Nour El Tayeb,,
Weekly,2023-07-24,7,Nele Gilis,,
Weekly,2023-07-24,8,Georgina Kennedy,,
Weekly,2023-07-24,9,Olivia Weaver,,
Weekly,2023-07-24,10,Rowan Elaraby,,
Weekly,2023-07-24,11,Salma Hany,,
Weekly,2023-07-24,12,Tesni Murphy,,
Weekly,2023-07-24,13,Sarah-Jane Perry,,
Weekly,2023-07-24,14,Olivia Clyne,,
Weekly,2023-07-24,15,Tinne Gilis,,
Weekly,2023-07-24,16,Sabrina Sobhy,,
Weekly,2023-07-24,17,Farida Mohamed,,
Weekly,2023-07-24,18,Satomi Watanabe,,
Weekly,2023-07-24,19,Hollie Naughton,,
Weekly,2023-07-24,20,Yathreb Adel,,
Weekly,2023-07-31,1,Nouran Gohar,,
Weekly,2023-07-31,2,Nour El Sherbini,,
Weekly,2023-07-31,3,Hania El Hammamy,,
Weekly,2023-07-31,4,Joelle King,,
Weekly,2023-07-31,5,Amanda Sobhy,,
Weekly,2023-07-31,6,Nour El Tayeb,,
Weekly,2023-07-31,7,Nele Gilis,,
Weekly,2023-07-31,8,Georgina Kennedy,,
Weekly,2023-07-31,9,Olivia Weaver,,
Weekly,2023-07-31,10,Rowan Elaraby,,
Weekly,2023-07-31,11,Salma Hany,,
Weekly,2023-07-31,12,Tesni Murphy,,
Weekly,2023-07-31,13,Sarah-Jane Perry,,
Weekly,2023-07-31,14,Olivia Clyne,,
Weekly,2023-07-31,15,Tinne Gilis,,
Weekly,2023-07-31,16,Sabrina Sobhy,,
Weekly,2023-07-31,17,Farida Mohamed,,
Weekly,2023-07-31,18,Satomi Watanabe,,
Weekly,2023-07-31,19,Hollie Naughton,,
Weekly,2023-07-31,20,Yathreb Adel,,
Weekly,2023-08-07,1,Nouran Gohar,,
Weekly,2023-08-07,2,Nour El Sherbini,,
Weekly,2023-08-07,3,Hania El Hammamy,,
Weekly,2023-08-07,4,Joelle King,,
Weekly,2023-08-07,5,Amanda Sobhy,,
Weekly,2023-08-07,6,Nour El Tayeb,,
Weekly,2023-08-07,7,Nele Gilis,,
Weekly,2023-08-07,8,Georgina Kennedy,,
Weekly,2023-08-07,9,Olivia Weaver,,
Weekly,2023-08-07,10,Rowan Elaraby,,
Weekly,2023-08-07,11,Salma Hany,,
Weekly,2023-08-07,12,Tesni Murphy,,
Weekly,2023-08-07,13,Sarah-Jane Perry,,
Weekly,2023-08-07,14,Olivia Clyne,,
Weekly,2023-08-07,15,Tinne Gilis,,
Weekly,2023-08-07,16,Sabrina Sobhy,,
Weekly,2023-08-07,17,Farida Mohamed,,
Weekly,2023-08-07,18,Satomi Watanabe,,
Weekly,2023-08-07,19,Hollie Naughton,,
Weekly,2023-08-07,20,Yathreb Adel,,
Weekly,2023-08-14,1,Nouran Gohar,,
Weekly,2023-08-14,2,Nour El Sherbini,,
Weekly,2023-08-14,3,Hania El Hammamy,,
Weekly,2023-08-14,4,Joelle King,,
Weekly,2023-08-14,5,Amanda Sobhy,,
Weekly,2023-08-14,6,Nour El Tayeb,,
Weekly,2023-08-14,7,Nele Gilis,,
Weekly,2023-08-14,8,Georgina Kennedy,,
Weekly,2023-08-14,9,Olivia Weaver,,
Weekly,2023-08-14,10,Rowan Elaraby,,
Weekly,2023-08-14,11,Salma Hany,,
Weekly,2023-08-14,12,Tesni Murphy,,
Weekly,2023-08-14,13,Sarah-Jane Perry,,
Weekly,2023-08-14,14,Olivia Clyne,,
Weekly,2023-08-14,15,Tinne Gilis,,
Weekly,2023-08-14,16,Sabrina Sobhy,,
Weekly,2023-08-14,17,Farida Mohamed,,
Weekly,2023-08-14,18,Satomi Watanabe,,
Weekly,2023-08-14,19,Hollie Naughton,,
Weekly,2023-08-14,20,Yathreb Adel,,
Weekly,2023-08-21,1,Nouran Gohar,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,2,Nour El Sherbini,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,4,Joelle King,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,7,Nele Gilis,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,9,Olivia Weaver,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,10,Rowan Elaraby,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,11,Tinne Gilis,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,12,Salma Hany,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,13,Tesni Murphy,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,14,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,15,Olivia Clyne,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,17,Farida Mohamed,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,19,Hollie Naughton,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-21,20,Yathreb Adel,https://x.com/PSASquashTour/status/1693548502486220979/photo/1,
Weekly,2023-08-28,1,Nouran Gohar,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,2,Nour El Sherbini,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,4,Joelle King,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,7,Nele Gilis,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,9,Olivia Weaver,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,10,Rowan Elaraby,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,11,Tinne Gilis,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,12,Tesni Murphy,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,13,Salma Hany,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,14,Olivia Clyne,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,15,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,17,Satomi Watanabe,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,18,Farida Mohamed,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,19,Hollie Naughton,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-08-28,20,Yathreb Adel,https://x.com/PSASquashTour/status/1696085992602546649/photo/1,
Weekly,2023-09-04,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,2,Nouran Gohar,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,4,Joelle King,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,6,Nour El Tayeb,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,7,Nele Gilis,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,8,Georgina Kennedy,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,9,Olivia Weaver,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,10,Rowan Elaraby,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,11,Tinne Gilis,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,12,Salma Hany,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,13,Olivia Clyne,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,14,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,15,Tesni Murphy,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,17,Farida Mohamed,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,19,Hollie Naughton,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-04,20,Yathreb Adel,https://x.com/PSASquashTour/status/1698635974895444094/photo/1,
Weekly,2023-09-11,1,Nour El Sherbini,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,2,Nouran Gohar,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,3,Hania El Hammamy,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,4,Joelle King,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,5,Amanda Sobhy,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,6,Nele Gilis,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,7,Georgina Kennedy,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,8,Nour El Tayeb,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,9,Olivia Weaver,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,10,Tinne Gilis,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,11,Tesni Murphy,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,12,Salma Hany,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,13,Olivia Clyne,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,14,Rowan Elaraby,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,15,Sarah-Jane Perry,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,16,Sabrina Sobhy,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,17,Farida Mohamed,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,18,Satomi Watanabe,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,19,Hollie Naughton,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-11,20,Yathreb Adel,https://x.com/PSASquashTour/status/1701188846153617737/photo/1,
Weekly,2023-09-18,1,Nour El Sherbini,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,2,Nouran Gohar,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,3,Hania El Hammamy,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,4,Joelle King,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,5,Amanda Sobhy,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,6,Georgina Kennedy,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,7,Nele Gilis,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,8,Nour El Tayeb,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,9,Olivia Weaver,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,10,Tinne Gilis,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,11,Salma Hany,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,12,Tesni Murphy,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,13,Rowan Elaraby,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,14,Sarah-Jane Perry,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,15,Olivia Clyne,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,16,Sabrina Sobhy,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,17,Farida Mohamed,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,18,Satomi Watanabe,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
Weekly,2023-09-18,19,Hollie Naughton,https://www.psasquashtour.com/news/georgina-kennedy-moves-to-highest-world-ranking-to-date-in-latest-standings/,
